Region,Zone,State,Logistics Zone,Ship-To-Party Region,Distribution Channel,Business Area,Delivery Qty.,Route Distance,Shipment Description,Wheeler No.,Truck type Description,PTPK
NE,A,AS,LOW,AC,TR,G,16,196,PDR,12W,Market Truck,3.34
NE,A,AS,DIB,AC,TR,G,35,414,PDR,12W,Market Truck,2.97
NE,A,AS,NAG,AC,TR,G,10,152,PDR,6W,Market Truck,4.9
NE,A,AS,NAG,AC,TR,G,10,166,PDR,6W,Market Truck,4.58
NE,A,AS,LOW,AC,TR,G,30,308,PDR,14W,Market Truck,4.06
NE,A,AS,LOW,AC,TR,G,30,308,PDR,14W,Market Truck,4.06
NE,B,AS,CAC,AC,TR,L,10,82,SDR,6W,Market Truck,6.13
NE,B,MZ,MIZ,BA,TR,L,19,312,SDR,6W,Market Truck,8.97
NE,A,AS,NAG,AC,TR,G,20,173,PDR,6W,Market Truck,4.39
NE,A,AS,SIV,AC,TR,G,28,321,PDR,14W,Market Truck,2.99
NE,A,MG,TUR,AB,TR,G,30,251,PDR,16W,Market Truck,4.88
NE,B,TR,AGR,BB,TR,L,27,103,SDR,12W,Market Truck,4.71
NE,B,TR,AGR,BB,TR,L,27,103,SDR,12W,Market Truck,4.71
NE,A,AS,JOR,AC,TR,G,35,328,PDR,14W,Market Truck,3.17
NE,A,AS,TIN,AC,TR,G,40,469,PDR,12W,Market Truck,2.88
NE,A,AS,LO3,AC,TR,G,11,124,PDR,6W,Market Truck,4.57
NE,A,AS,LO3,AC,TR,G,11,124,PDR,6W,Market Truck,4.57
NE,A,AS,LO1,AC,TR,G,12.5,101,PDR,6W,Market Truck,8.91
NE,A,AS,NC ,AC,TR,G,25,300,PDR,12W,Market Truck,5.32
NE,A,AS,LOW,AC,TR,G,25,253,PDR,12W,Market Truck,3.06
NE,A,AS,LOW,AC,TR,G,25,253,PDR,14W,Market Truck,3.06
NE,A,AS,LO1,AC,TR,G,9.5,108,PDR,6W,Market Truck,8.33
NE,A,AS,LO1,AC,TR,G,9.5,108,PDR,6W,Market Truck,8.33
NE,A,AS,NC ,AC,TR,G,25,300,PDR,12W,Market Truck,5.32
NE,A,AS,NC ,AC,TR,G,25,300,PDR,12W,Market Truck,5.32
NE,A,AS,SIV,AC,TR,G,40,359,PDR,12W,Market Truck,4.15
NE,A,AS,LO1,AC,TR,G,12,124,PDR,6W,Market Truck,7.56
NE,A,AS,LOW,AC,TR,G,10,285,PDR,12W,Market Truck,2.91
NE,A,AS,LOW,AC,TR,G,15,315,PDR,12W,Market Truck,2.63
NE,A,AS,LOW,AC,TR,G,10,285,PDR,12W,Market Truck,2.91
NE,A,AS,LOW,AC,TR,G,15,315,PDR,12W,Market Truck,2.63
NE,A,AS,TEZ,AC,TR,G,20,170,PDR,12W,Market Truck,4.06
NE,A,AS,LO1,AC,TR,G,12.5,564,PDR,6W,Market Truck,0.5
NE,B,AS,CAC,AC,TR,L,10,58,SDR,6W,Market Truck,8.67
NE,A,AS,LOW,AC,TR,G,30,250,PDR,14W,Market Truck,2.76
NE,A,AS,LOW,AC,TR,G,25,315,PDR,12W,Market Truck,2.63
NE,B,AS,CAC,AC,TR,L,22,79,SDR,12W,Market Truck,4.75
NE,A,AS,LOW,AC,TR,G,7.5,233,PDR,14W,Market Truck,2.81
NE,A,AS,LOW,AC,TR,G,22.5,233,PDR,14W,Market Truck,2.81
NE,A,AS,LOW,AC,TR,G,17.5,233,PDR,14W,Market Truck,2.81
NE,A,AS,LOW,AC,TR,G,12.5,233,PDR,14W,Market Truck,2.81
NE,A,AS,DIB,AC,TR,G,40,412,PDR,14W,Market Truck,3.01
NE,A,AS,NC ,AC,TR,G,25,300,PDR,12W,Market Truck,5.32
NE,A,AS,NC ,AC,TR,G,25,300,PDR,12W,Market Truck,5.32
NE,A,AS,LOW,AC,TR,G,25,253,PDR,12W,Market Truck,3.06
NE,C,NL,DIM,CA,TR,G,30,80,SDR,14W,Market Truck,10.3
NE,C,NL,NAG,CA,TR,G,35,342,PDR,14W,Market Truck,3.4
NE,A,AS,LOW,AC,TR,G,25,301,PDR,12W,Market Truck,2.46
NE,A,AS,LO3,AC,TR,G,11,61,PDR,6W,Market Truck,9.3
NE,A,AS,LO1,AC,TR,G,12.5,148,PDR,6W,Market Truck,5.66
NE,A,AS,LO1,AC,TR,G,9.5,86,PDR,6W,Market Truck,9.59
NE,B,TR,DHA,BB,TR,L,5,47,SDR,14W,Market Truck,3.4
NE,A,AS,LO1,AC,TR,G,12,158,PDR,6W,Market Truck,5.69
NE,A,AS,NAG,AC,TR,G,20,194,PDR,6W,Market Truck,4.38
NE,A,AS,NOR,AC,TR,G,40,489,PDR,12W,Market Truck,2.52
NE,A,AS,NOR,AC,TR,G,35,476,PDR,12W,Market Truck,2.58
NE,A,AS,NOR,AC,TR,G,40,489,PDR,12W,Market Truck,2.52
NE,A,AS,LO3,AC,TR,G,11,132,PDR,6W,Market Truck,4.3
NE,A,AS,JOR,AC,TR,G,5,266,PDR,12W,Market Truck,3.52
NE,A,AS,LO1,AC,TR,G,12.5,20,SDR,6W,Market Truck,26.9
NE,A,AS,LO2,AC,TR,G,20,212,PDR,6W,Market Truck,4.81
NE,A,AS,LO3,AC,TR,G,11,124,PDR,6W,Market Truck,4.57
NE,B,TR,AGR,BB,TR,G,20,15,SDR,6W,Market Truck,42.33
NE,A,AS,LOW,AC,TR,G,25,233,PDR,12W,Market Truck,2.81
NE,A,AS,LO1,AC,TR,G,20,143,PDR,6W,Market Truck,5.7
NE,A,AS,LO1,AC,TR,G,20,143,PDR,6W,Market Truck,5.7
NE,A,AS,NOR,AC,TR,G,20,492,PDR,12W,Market Truck,2.5
NE,A,AS,LOW,AC,TR,G,30,232,PDR,14W,Market Truck,3.32
NE,A,AS,LO1,AC,TR,G,10,157,PDR,6W,Market Truck,5.19
NE,A,AS,LO1,AC,TR,G,10,161,PDR,6W,Market Truck,5.06
NE,A,AS,LO1,AC,TR,G,9.5,86,PDR,6W,Market Truck,9.59
NE,A,AS,LO1,AC,TR,G,25,158,PDR,12W,Market Truck,5.01
NE,A,AS,LO1,AC,TR,G,12.5,36,PDR,6W,Market Truck,16.56
NE,A,AS,SIV,AC,TR,G,40,359,PDR,12W,Market Truck,4.15
NE,A,AS,LOW,AC,TR,G,30,232,PDR,14W,Market Truck,3.32
NE,A,AS,LOW,AC,TR,G,15,232,PDR,12W,Market Truck,3.32
NE,A,AS,LOW,AC,TR,G,10,232,PDR,12W,Market Truck,3.32
NE,A,AS,LO1,AC,TR,G,7,116,PDR,6W,Market Truck,7.84
NE,A,AS,LO1,AC,TR,G,3,116,PDR,6W,Market Truck,7.84
NE,A,AS,JOR,AC,TR,G,10,293,PDR,14W,Market Truck,3.26
NE,A,AS,JOR,AC,TR,G,20,293,PDR,14W,Market Truck,3.26
NE,A,AS,LO1,AC,TR,G,12,20,SDR,6W,Market Truck,26.9
NE,A,AS,LO1,AC,TR,G,12.5,20,SDR,6W,Market Truck,26.9
NE,A,AS,LO1,AC,TR,G,4.5,20,SDR,6W,Market Truck,26.9
NE,A,AP,NOR,AD,TR,G,30,392,PDR,12W,Market Truck,2.86
NE,A,AS,LOW,AC,TR,G,25,313,PDR,14W,Market Truck,2.49
NE,A,AS,LOW,AC,TR,G,5,313,PDR,14W,Market Truck,2.49
NE,A,AS,LOW,AC,TR,G,10,313,PDR,14W,Market Truck,2.49
NE,A,AS,LOW,AC,TR,G,20,313,PDR,14W,Market Truck,2.49
NE,A,AS,LOW,AC,TR,G,30,313,PDR,14W,Market Truck,2.49
NE,A,AS,LOW,AC,TR,G,15,313,PDR,14W,Market Truck,2.49
NE,A,AS,LOW,AC,TR,G,15,313,PDR,14W,Market Truck,2.49
NE,A,AS,LO2,AC,TR,G,5,111,PDR,6W,Market Truck,7.33
NE,A,AS,LO2,AC,TR,G,10,111,PDR,6W,Market Truck,7.33
NE,B,TR,DHA,BB,TR,L,25,47,SDR,14W,Market Truck,3.4
NE,A,AS,LO1,AC,TR,G,12,43,PDR,6W,Market Truck,12.6
NE,A,AS,LOW,AC,TR,G,2.25,92,SDR,12W,Market Truck,6.96
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,A,AS,NAG,AC,TR,G,20,129,PDR,6W,Market Truck,5.62
NE,A,AS,LO1,AC,TR,G,12,161,PDR,6W,Market Truck,5.58
NE,A,AS,LO1,AC,TR,G,12,136,PDR,6W,Market Truck,6.61
NE,A,AS,LO1,AC,TR,G,12.5,136,PDR,6W,Market Truck,6.61
NE,A,AS,LO1,AC,TR,G,12.5,161,PDR,6W,Market Truck,5.58
NE,A,AS,LO1,AC,TR,G,9.5,161,PDR,6W,Market Truck,5.58
NE,A,AS,LO1,AC,TR,G,9.5,85,PDR,6W,Market Truck,9.39
NE,A,AS,LO1,AC,TR,G,9.5,161,PDR,6W,Market Truck,5.58
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,A,AS,LOW,AC,TR,G,25,58,SDR,12W,Market Truck,9.31
NE,A,AS,LOW,AC,TR,G,5,58,SDR,12W,Market Truck,9.31
NE,A,AS,LOW,AC,TR,G,15,58,SDR,12W,Market Truck,9.31
NE,A,AS,LOW,AC,TR,G,5,58,SDR,12W,Market Truck,9.31
NE,B,TR,AGR,BB,NT,L,25,348,PDR,12W,Market Truck,5.53
NE,A,AS,TEZ,AC,NT,G,40,290,PDR,12W,Market Truck,2.95
NE,B,TR,AGR,BB,NT,L,35,348,PDR,12W,Market Truck,5.53
NE,A,AS,LO3,AC,NT,G,22,89,PDR,6W,Market Truck,6.39
NE,A,AS,NAG,AC,NT,G,20,184,PDR,6W,Market Truck,3.67
NE,B,TR,AGR,BB,NT,L,25,348,PDR,12W,Market Truck,5.53
NE,A,AS,LO2,AC,NT,G,25,136,PDR,12W,Market Truck,5.38
NE,A,AS,LO1,AC,TR,G,5,128,PDR,6W,Market Truck,6.73
NE,A,AS,LO1,AC,TR,G,4.5,128,PDR,6W,Market Truck,6.73
NE,B,TR,AGR,BB,NT,L,15,348,PDR,14W,Market Truck,5.53
NE,B,TR,AGR,BB,NT,L,15,348,PDR,14W,Market Truck,5.53
NE,A,AS,LO2,AC,TR,G,10,146,PDR,6W,Market Truck,5.78
NE,A,AS,TIN,AC,TR,G,35,471,PDR,14W,Market Truck,3.01
NE,A,AS,LO1,AC,TR,G,11,161,PDR,6W,Market Truck,5.06
NE,A,AS,LO1,AC,TR,G,11,136,PDR,6W,Market Truck,5.99
NE,A,AS,NC ,AC,TR,G,25,330,PDR,12W,Market Truck,5.08
NE,A,AS,LO2,AC,TR,G,6,166,PDR,6W,Market Truck,4.83
NE,A,AS,LO2,AC,TR,G,11,136,PDR,6W,Market Truck,6.02
NE,A,AS,NC ,AC,TR,G,25,330,PDR,12W,Market Truck,5.08
NE,A,AS,LO2,AC,TR,G,12,176,PDR,6W,Market Truck,5.24
NE,C,NL,DIM,CA,TR,G,23,80,SDR,12W,Market Truck,10.3
NE,B,TR,AGR,BB,NT,L,25,348,PDR,12W,Market Truck,5.53
NE,A,AS,LO2,AC,TR,G,12,161,PDR,6W,Market Truck,5.82
NE,A,AS,LO1,AC,TR,G,9.5,83,PDR,6W,Market Truck,10.01
NE,A,AS,TIN,AC,TR,G,35,454,PDR,12W,Market Truck,2.97
NE,A,AS,TIN,AC,TR,G,5,454,PDR,12W,Market Truck,2.97
NE,B,TR,AGR,BB,NT,L,25,348,PDR,12W,Market Truck,5.53
NE,A,AS,SIV,AC,TR,G,15,334,PDR,12W,Market Truck,3.19
NE,A,AS,SIV,AC,TR,G,15,345,PDR,12W,Market Truck,3.1
NE,A,AS,LO1,AC,TR,G,12.5,64,PDR,6W,Market Truck,11.8
NE,A,AS,NOR,AC,TR,G,35,489,PDR,12W,Market Truck,2.67
NE,A,AS,LO1,AC,TR,G,7.5,93,SDR,6W,Market Truck,7.92
NE,A,AS,LO1,AC,TR,G,12.5,64,PDR,6W,Market Truck,11.8
NE,A,AS,LO1,AC,TR,G,12,137,PDR,6W,Market Truck,6.28
NE,A,AS,LO1,AC,TR,G,22,24,SDR,6W,Market Truck,7.63
NE,B,AS,CAC,AC,TR,L,5,53,SDR,6W,Own Truck,5.43
NE,A,AS,LO2,AC,TR,G,20,66,SDR,6W,Market Truck,2.85
NE,A,AS,LO1,AC,TR,G,22,24,SDR,6W,Market Truck,7.63
NE,A,AS,LO2,AC,TR,G,20,66,SDR,6W,Market Truck,2.85
NE,A,AS,JOR,AC,NT,L,25,269,SDR,12W,Market Truck,3.34
NE,A,AS,TEZ,AC,NT,G,40,308,PDR,12W,Market Truck,2.71
NE,A,AS,LO1,AC,TR,G,22,24,SDR,6W,Market Truck,7.63
NE,A,AS,JOR,AC,NT,L,15,269,SDR,12W,Market Truck,3.34
NE,A,AS,LO1,AC,TR,G,20,24,SDR,6W,Market Truck,7.63
NE,A,AS,SIV,AC,TR,G,40,324,PDR,16W,Market Truck,3.05
NE,A,AS,LO1,AC,TR,G,22,24,SDR,6W,Market Truck,7.63
NE,A,AS,LO1,AC,TR,G,15,27,SDR,6W,Market Truck,15.33
NE,A,MG,TUR,AB,TR,G,25,327,PDR,12W,Market Truck,4.6
NE,A,AS,LO2,AC,TR,G,22,72,SDR,6W,Market Truck,2.61
NE,A,AP,DHE,AD,TR,G,9.2,144,SDR,6W,Market Truck,13.19
NE,A,AS,SIV,AC,TR,G,40,320,PDR,12W,Market Truck,2.98
NE,B,TR,DHA,BB,NT,L,25,311,PDR,12W,Market Truck,5.48
NE,B,TR,DHA,BB,NT,L,25,311,PDR,12W,Market Truck,5.48
NE,B,AS,CAC,AC,TR,L,1.5,43,SDR,6W,Own Truck,10
NE,B,AS,CAC,AC,TR,L,6,43,SDR,6W,Own Truck,10
NE,C,MA,MAN,CB,NT,L,25,255,SDR,12W,Market Truck,9.8
NE,C,MA,MAN,CB,NT,L,5,255,SDR,12W,Market Truck,9.8
NE,C,MA,MAN,CB,NT,L,20,255,SDR,6W,Market Truck,9.8
NE,C,MA,MAN,CB,NT,L,20,255,SDR,6W,Market Truck,9.8
NE,C,MA,MAN,CB,NT,L,27,255,SDR,6W,Market Truck,9.8
NE,A,AS,DHE,AC,TR,G,40,566,PDR,12W,Market Truck,2.47
NE,A,AS,TIN,AC,TR,G,35,471,PDR,14W,Market Truck,3.01
NE,A,AS,TIN,AC,TR,G,10,471,PDR,14W,Market Truck,3.01
NE,C,MA,MAN,CB,NT,L,17,255,SDR,6W,Market Truck,9.8
NE,C,NL,DIM,CA,TR,G,33,80,SDR,16W,Market Truck,10.3
NE,B,TR,AGR,BB,TR,L,24,41,SDR,12W,Market Truck,3.29
NE,C,NL,DIM,CA,TR,G,23,80,SDR,12W,Market Truck,10.3
NE,B,AS,CAC,AC,TR,L,6,58,SDR,6W,Own Truck,8.67
NE,C,MA,MAN,CB,NT,L,18.5,255,SDR,6W,Market Truck,9.8
NE,A,AS,LO2,AC,TR,G,18,51,SDR,6W,Market Truck,10.78
NE,C,MA,MAN,CB,NT,L,26,255,SDR,12W,Market Truck,9.8
NE,C,MA,MAN,CB,NT,L,21,255,SDR,6W,Market Truck,9.8
NE,C,MA,MAN,CB,NT,L,18,255,SDR,6W,Market Truck,9.8
NE,B,TR,AGR,BB,NT,L,25,377,PDR,14W,Market Truck,5.95
NE,A,AS,LO1,AC,TR,G,8,93,SDR,6W,Market Truck,7.92
NE,A,AS,LO1,AC,TR,G,15,25,SDR,6W,Market Truck,16.56
NE,A,AS,NAG,AC,TR,G,20,10,SDR,6W,Market Truck,0
NE,A,AS,TIN,AC,TR,G,15,500,PDR,16W,Market Truck,2.9
NE,B,AS,CAC,AC,TR,L,10,58,SDR,6W,Own Truck,8.67
NE,A,AS,JOR,AC,NT,G,40,231,PDR,12W,Market Truck,3.76
NE,A,AS,NAG,AC,TR,G,20,10,SDR,6W,Market Truck,0
NE,B,AS,CAC,AC,TR,L,25.5,63,SDR,12W,Market Truck,5.17
NE,C,NL,DIM,CA,TR,G,23,80,SDR,12W,Market Truck,10.3
NE,C,NL,DIM,CA,TR,G,23,80,SDR,12W,Market Truck,10.3
NE,C,NL,KOH,CA,TR,G,35,178,SDR,16W,Market Truck,10.08
NE,A,AS,LOW,AC,TR,G,24,202,PDR,12W,Market Truck,3.37
NE,A,AS,TEZ,AC,NT,G,25,157,PDR,12W,Market Truck,3.99
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,A,AS,JOR,AC,NT,G,40,231,PDR,12W,Market Truck,3.76
NE,A,AS,TEZ,AC,TR,G,19,222,PDR,12W,Market Truck,3.69
NE,A,MG,TUR,AB,TR,G,16,393,PDR,6W,Market Truck,5.85
NE,B,AS,CAC,AC,TR,L,25.5,91,SDR,12W,Market Truck,4.12
NE,A,MG,TUR,AB,TR,G,12,319,PDR,6W,Market Truck,6.65
NE,A,AS,LO1,AC,TR,G,3.5,93,SDR,6W,Market Truck,7.92
NE,A,AS,LO1,AC,TR,G,4,93,SDR,6W,Market Truck,7.92
NE,C,NL,DIM,CA,TR,G,23,80,SDR,12W,Market Truck,10.3
NE,C,NL,DIM,CA,TR,G,23,80,SDR,12W,Market Truck,10.3
NE,B,AS,CAC,AC,TR,L,25.5,66,SDR,12W,Market Truck,4.83
NE,C,NL,DIM,CA,TR,G,23,80,SDR,16W,Market Truck,10.3
NE,B,AS,CAC,AC,TR,L,10,63,SDR,12W,Market Truck,5.17
NE,C,NL,DIM,CA,TR,G,23,80,SDR,12W,Market Truck,10.3
NE,A,AS,LO1,AC,TR,G,10,93,SDR,6W,Market Truck,7.92
NE,A,AS,LO2,AC,TR,G,25,123,PDR,12W,Market Truck,5.71
NE,B,TR,AGR,BB,TR,L,27,41,SDR,12W,Market Truck,3.29
NE,C,MA,MAN,CB,NT,L,18,280,SDR,6W,Market Truck,9.29
NE,C,NL,KOH,CA,TR,G,35,152,SDR,16W,Market Truck,11.12
NE,A,AS,TEZ,AC,TR,G,30,160,PDR,12W,Market Truck,4.25
NE,A,AS,LO2,AC,TR,L,25,171,SDR,12W,Market Truck,4.57
NE,B,TR,DHA,BB,TR,L,5,24,SDR,12W,Market Truck,3.33
NE,B,AS,CAC,AC,TR,L,10,64,SDR,12W,Market Truck,6.08
NE,B,TR,AGR,BB,NT,L,25,445,PDR,12W,Market Truck,5.36
NE,A,AS,LO2,AC,TR,G,5,176,PDR,6W,Market Truck,5.24
NE,A,AS,LO2,AC,TR,G,7,176,PDR,6W,Market Truck,5.24
NE,B,TR,AGR,BB,TR,L,5,33,SDR,12W,Market Truck,6.97
NE,A,AS,LO1,AC,TR,G,11,163,PDR,6W,Market Truck,5
NE,A,AS,LO1,AC,TR,G,4,163,PDR,6W,Market Truck,5
NE,A,AS,LO1,AC,TR,G,9.5,116,PDR,6W,Market Truck,7.84
NE,A,AS,LOW,AC,TR,G,12.5,55,SDR,12W,Market Truck,9.09
NE,B,AS,CAC,AC,TR,L,25,90,SDR,12W,Market Truck,4.17
NE,B,TR,DHA,BB,TR,L,10,15,SDR,12W,Market Truck,6.67
NE,A,AS,LOW,AC,TR,G,12.5,55,SDR,12W,Market Truck,9.09
NE,B,TR,DHA,BB,TR,L,20,24,SDR,12W,Market Truck,3.33
NE,A,AS,LO1,AC,TR,L,12.5,108,SDR,6W,Market Truck,8.06
NE,A,AS,NAG,AC,TR,G,12,149,PDR,6W,Market Truck,4.53
NE,A,AS,NAG,AC,TR,G,12,149,PDR,6W,Market Truck,4.53
NE,A,AS,LO2,AC,TR,G,30,123,PDR,12W,Market Truck,5.22
NE,A,AS,LO3,AC,TR,G,11,78,PDR,6W,Market Truck,7.27
NE,C,NL,DIM,CA,TR,G,23,80,SDR,12W,Market Truck,10.3
NE,A,AS,TEZ,AC,TR,G,27.5,179,PDR,16W,Market Truck,3.85
NE,A,AS,TEZ,AC,TR,G,7.5,179,PDR,16W,Market Truck,3.85
NE,A,AS,LO1,AC,NT,G,12,33,PDR,6W,Market Truck,15.61
NE,A,AS,JOR,AC,NT,G,30,231,PDR,14W,Market Truck,3.76
NE,A,AS,JOR,AC,NT,G,30,231,PDR,14W,Market Truck,3.76
NE,A,AS,DHE,AC,TR,G,30,501,PDR,14W,Market Truck,2.6
NE,A,AS,JOR,AC,TR,G,10,289,PDR,12W,Market Truck,3.51
NE,A,AS,JOR,AC,NT,L,37,345,SDR,12W,Market Truck,2.86
NE,A,AS,SIV,AC,TR,G,40,324,PDR,12W,Market Truck,3.05
NE,B,MZ,MIZ,BA,TR,L,20,393,SDR,6W,Market Truck,8.12
NE,A,AS,TIN,AC,TR,G,40,477,PDR,12W,Market Truck,2.83
NE,A,AS,NOR,AC,TR,G,35,397,PDR,16W,Market Truck,2.72
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,B,MZ,MIZ,BA,TR,L,17,157,SDR,6W,Market Truck,9.87
NE,C,NL,KOH,CA,TR,G,35,152,SDR,16W,Market Truck,11.12
NE,C,NL,NAG,CA,TR,G,30,342,PDR,14W,Market Truck,3.4
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,A,AS,LOW,AC,TR,L,25,325,SDR,12W,Market Truck,2.46
NE,A,AS,LOW,AC,TR,L,25,325,SDR,12W,Market Truck,2.46
NE,A,AS,LOW,AC,TR,L,25,325,SDR,12W,Market Truck,2.08
NE,A,AS,LOW,AC,TR,L,15,325,SDR,12W,Market Truck,2.25
NE,A,AS,NAG,AC,TR,G,20,194,PDR,6W,Market Truck,4.38
NE,B,TR,AGR,BB,TR,L,27,96,SDR,12W,Market Truck,4.95
NE,A,AS,NAG,AC,TR,G,19,263,PDR,6W,Market Truck,4.18
NE,A,AP,DHE,AD,TR,G,9.5,144,SDR,6W,Market Truck,13.19
NE,A,AP,DHE,AD,TR,G,11,144,SDR,6W,Market Truck,13.19
NE,A,AS,LO2,AC,TR,L,12,145,SDR,6W,Market Truck,6.26
NE,A,AS,LO1,AC,TR,G,12.5,34,PDR,6W,Market Truck,17.53
NE,B,AS,CAC,AC,TR,L,5,82,SDR,6W,Own Truck,6.13
NE,A,AS,LO1,AC,TR,G,10,34,SDR,6W,Market Truck,11.74
NE,A,AS,LO1,AC,TR,G,2.5,34,SDR,6W,Market Truck,11.74
NE,A,AS,LO1,AC,TR,G,2.5,34,SDR,6W,Market Truck,11.74
NE,A,AS,SIV,AC,TR,G,40,324,PDR,12W,Market Truck,3.05
NE,C,NL,KOH,CA,TR,G,35,178,SDR,16W,Market Truck,10.08
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,A,AS,LOW,AC,TR,L,25,281,SDR,12W,Market Truck,4.52
NE,A,AS,LOW,AC,TR,G,7.5,80,SDR,12W,Market Truck,7
NE,A,AS,LOW,AC,TR,L,25,221,SDR,12W,Market Truck,3.37
NE,A,AS,LOW,AC,TR,G,25,80,SDR,12W,Market Truck,7
NE,A,AS,LOW,AC,TR,G,5,80,SDR,12W,Market Truck,7
NE,A,AS,LOW,AC,TR,L,25,242,SDR,12W,Market Truck,2.93
NE,A,AS,LOW,AC,TR,L,25,325,SDR,12W,Market Truck,2.29
NE,A,AS,LO3,AC,TR,G,11,64,PDR,6W,Market Truck,8.52
NE,A,AS,JOR,AC,NT,G,30,231,PDR,14W,Market Truck,3.76
NE,A,AS,JOR,AC,NT,G,24,231,PDR,12W,Market Truck,3.76
NE,A,AS,JOR,AC,NT,G,50,231,PDR,16W,Market Truck,3.76
NE,A,AS,JOR,AC,NT,G,50,231,PDR,16W,Market Truck,3.76
NE,A,AS,JOR,AC,NT,G,45,231,PDR,14W,Market Truck,3.76
NE,A,AS,NOR,AC,NT,G,40,430,PDR,14W,Market Truck,2.58
NE,A,AS,LO1,AC,TR,G,12.5,54,PDR,6W,Market Truck,14.69
NE,A,AS,LO1,AC,TR,L,12.5,140,SDR,6W,Market Truck,5.45
NE,C,NL,NAG,CA,TR,G,40,327,PDR,12W,Market Truck,3.17
NE,B,TR,AGR,BB,TR,L,27,20,SDR,12W,Market Truck,11.5
NE,A,AS,LOW,AC,TR,L,25,325,SDR,12W,Market Truck,2
NE,A,AS,NAG,AC,TR,G,20,224,PDR,6W,Market Truck,4.55
NE,A,AS,LOW,AC,TR,G,10,234,PDR,16W,Market Truck,3.29
NE,A,AS,SIV,AC,TR,G,40,396,PDR,12W,Market Truck,2.92
NE,A,AS,SIV,AC,TR,G,40,396,PDR,16W,Market Truck,2.92
NE,A,AS,NC ,AC,TR,G,25,270,PDR,12W,Market Truck,4.72
NE,A,AS,LO2,AC,TR,G,10,111,PDR,6W,Market Truck,7.33
NE,A,AS,TEZ,AC,TR,G,20,222,PDR,12W,Market Truck,3.69
NE,A,AS,LO1,AC,TR,G,10,74,PDR,6W,Market Truck,10.2
NE,A,AS,LOW,AC,TR,G,15,301,PDR,12W,Market Truck,2.62
NE,A,MG,TUR,AB,NT,G,16,393,PDR,6W,Market Truck,5.56
NE,A,AS,JOR,AC,NT,G,35,231,PDR,18W,Market Truck,3.76
NE,A,AS,LO1,AC,TR,G,12.5,124,PDR,6W,Market Truck,7.56
NE,A,AS,LO1,AC,TR,G,3.5,116,PDR,6W,Market Truck,7.84
NE,A,AS,SIV,AC,TR,G,40,359,PDR,14W,Market Truck,4.15
NE,A,AS,LO2,AC,TR,G,12,146,PDR,6W,Market Truck,5.78
NE,A,AS,LO1,AC,TR,G,15,147,PDR,6W,Market Truck,5.31
NE,A,MG,TUR,AB,NT,G,12,393,PDR,6W,Market Truck,5.56
NE,A,AS,TEZ,AC,NT,G,40,152,PDR,16W,Market Truck,4.07
NE,A,AS,LO1,AC,TR,G,7.5,93,SDR,6W,Market Truck,7.92
NE,A,AS,LO1,AC,TR,G,7,116,PDR,6W,Market Truck,7.84
NE,A,AS,LO1,AC,TR,G,20,24,SDR,6W,Market Truck,7.63
NE,A,AS,LO1,AC,TR,G,8,93,SDR,6W,Market Truck,7.92
NE,A,AP,APE,AD,NT,G,50,580,PDR,16W,Market Truck,2.59
NE,A,AS,SIV,AC,TR,G,40,396,PDR,12W,Market Truck,2.92
NE,A,AS,JOR,AC,NT,G,35,231,PDR,12W,Market Truck,3.76
NE,A,MG,TUR,AB,NT,G,8,393,PDR,6W,Market Truck,5.56
NE,A,MG,TUR,AB,NT,G,4,393,PDR,6W,Market Truck,5.56
NE,A,AS,LO1,AC,TR,G,7.5,93,SDR,6W,Market Truck,7.92
NE,A,AS,TEZ,AC,NT,G,34.5,157,PDR,16W,Market Truck,3.99
NE,A,AS,LO1,AC,TR,G,10,116,PDR,6W,Market Truck,7.84
NE,A,AS,LO1,AC,TR,G,5,116,PDR,6W,Market Truck,7.84
NE,A,AS,TEZ,AC,TR,G,5,222,PDR,12W,Market Truck,3.69
NE,A,AS,LO1,AC,TR,G,5.5,116,PDR,6W,Market Truck,7.84
NE,A,AS,LO1,AC,TR,G,10.5,116,PDR,6W,Market Truck,7.84
NE,A,AS,LOW,AC,TR,G,25,234,PDR,12W,Market Truck,3.29
NE,A,AS,JOR,AC,NT,G,35,231,PDR,12W,Market Truck,3.76
NE,A,AP,NOR,AD,NT,G,40,392,PDR,12W,Market Truck,2.88
NE,A,AS,NOR,AC,TR,G,40,476,PDR,12W,Market Truck,2.74
NE,A,AS,LO1,AC,TR,G,12,111,PDR,6W,Market Truck,8.54
NE,B,AS,CAC,AC,TR,L,2.5,57,SDR,6W,Own Truck,7.21
NE,A,AS,LO1,AC,TR,G,10,93,SDR,6W,Market Truck,7.92
NE,A,AS,LOW,AC,TR,G,25,234,PDR,12W,Market Truck,3.29
